szoknya ,fn ,"~’k, ~’t, ~’ja ",rok ,5
szomjas ,mn ,"~abb, ~an ",dorstig ,5
Szomjas vagyok. ,,,Ik heb dorst. ,
szótag ,fn ,"~ok, ~ot, ~ja ",lettergreep ,5
szőlő ,fn ,"~k, ~t, ~je ",druif ,5
szöveg ,fn ,"~ek, ~et, ~e ",tekst ,5
szűk ,mn ,"~ebb, ~en ",strak ,5
szűk nadrág ,,,een strakke broek ,
szürke ,mn ,"~'bb, ~'n ",grijs ,5
szürkéskék ,mn ,"~ebb, ~en ",grijsblauw ,5
tábla ,fn ,"~’k, ~’t, ~’ja ",reep ,5
egy tábla csokoládé ,,,één reep chocola ,
táplálkozik ,i ,"táplálkozni, táplálkozott,",eten ,5
Egészségesen táplálkozom. ,,táplálkozz ,Ik eet gezond. ,
tatárbifsztek ,fn ,"~ek, ~et, ~(j)e ",biefstuktartaar ,5
"© Szita Szilvia és Pelcz Katalin, www.magyar-ok.hu Holland fordítás: Magdolna Verschoor ",,,,14
,,,MagyarOK 1.: szólista az 5. fejezethez / Woordenlijst Hoofdstuk 5 ,
tea ,fn ,"~’k, ~’t, ~’ja ",thee ,5
teakülönlegesség ,fn ,"~ek, ~et, ~e ",theespecialiteit ,5
tej ,fn ,"~ek, ~et, ~e ",melk ,5
Tejet iszom reggelire. ,,,Ik drink melk bij het ontbijt. ,
tejföl ,fn ,"~ök, ~t, ~je ",crème fraîche ,5
tejszín ,fn ,"~ek, ~t, ~je ",room ,5
tejtermék ,fn ,"~ek, ~et, ~e ",melkproduct ,5
teljes ,mn ,"~ebb, ~en ",hele ,5
egy teljes nap ,,,een héle dag ,
tesz vmit vhova ,i ,"tenni, tett, tégy/tegyél ",iets ergens (neer)zetten/doen ,5
Zöldséget teszek a levesbe. ,,,Ik doe groente in de soep. ,
tészta ,fn ,"~’k, ~’t, ~’ja ",pasta ,5
tévé ,fn ,"~k, ~t, ~je ",tv ,5
Tévét nézek. ,,,Ik kijk tv. ,
tipikus ,mn ,"~abb, ~an ",typisch ,5
tipikus étel ,,,typische maaltijd/typisch eten ,
tojás ,fn ,"~ok, ~t, ~a ",ei ,5
Hány tojás kell a palacsintába? ,,,Hoeveel eieren moeten er in het pannenkoekenbeslag? ,
tornacipő ,fn ,"~k, ~t, ~je ",sportschoen ,5
torta ,fn ,"~’k, ~’t, ~’ja ",taart ,5
tök ,fn ,"~ök, ~öt, ~e ",pompoen ,5
tölt időt vhol ,i ,"~eni, ~ött, tölts ",ergens verblijven/tijd doorbrengen ,5
A nők kb. 109 órát töltenek a,,,Vrouwen brengen gemiddeld 109 uur door in paskamers. ,
próbafülkében. ,,,,
töltött ,mn ,"~ebb, ~en ",gevulde ,5
töltött káposzta ,,,gevulde kool (Hongaarse specialiteit) ,
túró ,fn ,"~k, ~t, ~ja ",kwark ,5
tyúkhúsleves ,fn ,"~ek, ~t, ~e ",kipsoep ,5
uborkasaláta ,fn ,"~’k, ~’t, ~’ja ",komkommersalade ,5
ugyanígy ,e ,,op dezelfde manier ,5
"© Szita Szilvia és Pelcz Katalin, www.magyar-ok.hu Holland fordítás: Magdolna Verschoor ",,,,15
,,,MagyarOK 1.: szólista az 5. fejezethez / Woordenlijst Hoofdstuk 5 ,
Unicum ,fn ,"~ok, ~ot, ~a ",Unicum (Hongaars alcohol) ,5
üdítő ,fn ,"~k, ~t, ~je ",frisdrank ,5
üveg ,fn ,"~ek, ~et, ~(j)e ",fles ,5
egy üveg bor ,,,één fles wijn ,
vacsora ,fn ,"~’k, ~’t, ~’ja ",diner ,5
vaj ,fn ,"~ak, ~at, ~a ",boter ,5
valóban ,e ,,werkelijk ,5
A magyarok valóban sok húst,,,De Hongaren eten werkelijk veel vlees. ,
esznek. ,,,,
variál vmit ,i ,"~ni, ~t, ~j ",iets variëren ,5
Mindig ugyanazt a három receptet,,,Ik varieer altijd met drie recepten. ,
variálom. ,,,,
vásárlás ,fn ,"~ok, ~t, ~a ",winkelen / boodschappen doen ,5
vásárló ,fn ,"~k, ~t, ~ja ",koper ,5
vastag ,mn ,"~abb, ~an ",dik ,5
vastag pulóver ,,,een dikke trui ,
vegetáriánus ,mn ,,vegetarisch ,5
vegetáriánus ételek ,,,Vegetarisch eten ,
vegyes ,mn ,"~ebb, ~en ",gemengd ,5
vegyes köret ,,,gemengde bijgerechten ,
vékony ,mn ,"~abb, ~an ",dun ,5
vékony blúz ,,,een dunne blouse ,
vendég ,fn ,"~ek, ~et, ~e ",gast ,5
vesz vmit ,i ,"venni, vett, végy/vegyél ",iets kopen ,5
Veszek egy üveg bort. ,,,Ik koop een fles wijn. ,
világoskék ,mn ,"~ebb, ~en ",lichtblauw ,5
világoszöld ,mn ,"~ebb, ~en ",lichtgroen ,5
villa ,fn ,"~’k, ~’t, ~’ja ",vork ,5
visz vmit vhova ,i ,"vinni, vitt, vigyél ",iets ergens naar toe brengen ,5
Szendvicset viszek az iskolába. ,,,Ik neem een sandwich mee naar school. ,
"© Szita Szilvia és Pelcz Katalin, www.magyar-ok.hu Holland fordítás: Magdolna Verschoor ",,,,16
,,,MagyarOK 1.: szólista az 5. fejezethez / Woordenlijst Hoofdstuk 5 ,
vissza ,e ,,terug ,5
Kétezer forintból kérek vissza. ,,,Maak er maar tweeduizend forint van. ,
vitamin ,fn ,"~ok, ~t, ~ja ",vitamine ,5
A paprikában sok vitamin van. ,,,Er zitten veel vitamines in de paprika. ,
vizespohár ,fn ,"~poharak, ~poharat,",waterglas ,5
,,~pohara ,,
vörösbor ,fn ,"~ok, ~t, ~a ",rode wijn ,5
vöröshagyma (= hagyma) ,fn ,"~’k, ~’t, ~’ja ",ui ,5
zokni ,fn ,"~k, ~t, ~ja ",sokken ,5
zöldborsó ,fn ,"~k, ~t, ~ja ",doperwten ,5
zöldpaprika ,fn ,"~’k, ~’t, ~’ja ",groene paprika ,5
zöldség ,fn ,"~ek, ~et, ~e ",groente ,5
Kell venni zöldséget. ,,,Er moet groente worden gekocht. ,
zöldségleves ,fn ,"~ek, ~t, ~e ",groentesoep ,5
Zöldséglevest főzök ebédre. ,,,Ik kook groentesoep voor de lunch. ,
zsemle ,fn ,"~’k, ~’t, ~’je ",broodje ,5
zsír ,fn ,"~ok, ~t, ~ja ",vet ,5
zsíros ,mn ,"~abb, ~an ",vettig ,5
zsíros étel ,,,vettig eten ,
  ,,,,
"© Szita Szilvia és Pelcz Katalin, www.magyar-ok.hu Holland fordítás: Magdolna Verschoor ",,,,17
